token	pos	etymology	family	freq	freq_family	freq_bins_12	freq_bins_4	family_size	family_membership	family_with_prefix	cognate	family_has_verb	family_with_altradical	tokens_per_family	verbs_per_family	adjectives_per_family	nomadjective_per_family	nouns_per_family	adverbsconjs_per_family	length	length_family_sum	length_family_mean	sentiment	register	domains_124	domains_47
trayon	S	Latin	45	1	10171	12	2	5	Fm	1	1	1	1	37	8	8	2	19	2	6			0			
traction	S	Latin	45	61	10171	8	2	5	Fm	1	1	1	1	37	8	8	2	19	2	8			0			
tracteur	S	Latin	45	32	10171	9	2	5	Fm	1	1	1	1	37	8	8	2	19	2	8			0			
tracté	A	Latin	45	3	10171	11	2	5	Fm	1	1	1	1	37	8	8	2	19	2	6			0			
tracter	V	Latin	45	1	10171	12	2	5	Fm	1	1	1	1	37	8	8	2	19	2	7			0			
retraite	S	Latin	45	1712	10171	4	2	5	Fm	1	1	1	1	37	8	8	2	19	2	8			0			
retrait	B	Latin	45	292	10171	6	2	5	Fm	1	1	1	1	37	8	8	2	19	2	7			0			
absurde	A	Latin	46	2546	3054	4	2	2	TFm	0	1	0	0	4	0	2	0	1	1	7	39	9.75	-1		psychologie	Intellect
absurdité	S	Latin	46	448	3054	6	2	2	Fm	0	1	0	0	4	0	2	0	1	1	9			0			
absurdement	D	Latin	46	59	3054	8	2	2	Fm	0	1	0	0	4	0	2	0	1	1	11			0			
absurdifiant	A	Latin	46	1	3054	12	2	2	Fm	0	1	0	0	4	0	2	0	1	1	12			0			
abuser	V	Latin	47	627	1584	5	2	3	TFm	1	1	1	0	10	2	3	0	4	1	6	77	7.7	-1		commerce	Conflit
abusé	A	Latin	47	171	1584	7	2	3	Fm	1	1	1	0	10	2	3	0	4	1	5			0			
abus	S	Latin	47	516	1584	5	2	3	Fm	1	1	1	0	10	2	3	0	4	1	4			0			
abusif	A	Latin	47	51	1584	8	2	3	Fm	1	1	1	0	10	2	3	0	4	1	6			0			
abusivement	D	Latin	47	20	1584	9	2	3	Fm	1	1	1	0	10	2	3	0	4	1	11			0			
abusement	S	Latin	47	5	1584	11	2	3	Fm	1	1	1	0	10	2	3	0	4	1	9			0			
abuseur	S	Latin	47	1	1584	12	2	3	Fm	1	1	1	0	10	2	3	0	4	1	7			0			
désabusé	A	Latin	47	171	1584	7	2	3	Fm	1	1	1	0	10	2	3	0	4	1	8			0			
désabusement	S	Latin	47	10	1584	10	2	3	Fm	1	1	1	0	10	2	3	0	4	1	12			0			
désabuser	V	Latin	47	12	1584	10	2	3	Fm	1	1	1	0	10	2	3	0	4	1	9			0			
acabit	S	Arabe	48	33	33	9	3	0	TSfm	0	0	0	0	1	0	0	0	1	0	6	6	6	0		sociologie	FOURRETOUT
acacia	S	Grec	49	149	149	7	3	0	TSfm	0	1	0	0	1	0	0	0	1	0	6	6	6	0		sylviculture	Végétal
académie	S	Grec	50	1065	1584	4	2	3	TFm	0	1	1	0	10	3	2	0	4	1	8	110	11	0		littérature	Ecole
académique	A	Grec	50	183	1584	7	2	3	Fm	0	1	1	0	10	3	2	0	4	1	10			0			
académiquement	D	Grec	50	2	1584	11	2	3	Fm	0	1	1	0	10	3	2	0	4	1	14			0			
académicien	S	Grec	50	300	1584	6	2	3	Fm	0	1	1	0	10	3	2	0	4	1	11			0			
académisme	S	Grec	50	29	1584	9	2	3	Fm	0	1	1	0	10	3	2	0	4	1	10			0			
académiser	V	Grec	50	1	1584	12	2	3	Fm	0	1	1	0	10	3	2	0	4	1	10			0			
académisation	S	Grec	50	1	1584	12	2	3	Fm	0	1	1	0	10	3	2	0	4	1	13			0			
académisable	A	Grec	50	1	1584	12	2	3	Fm	0	1	1	0	10	3	2	0	4	1	12			0			
académifier	V	Grec	50	1	1584	12	2	3	Fm	0	1	1	0	10	3	2	0	4	1	11			0			
académisier	V	Grec	50	1	1584	12	2	3	Fm	0	1	1	0	10	3	2	0	4	1	11			0			
acadien	B	Topo	51	2	3	11	4	1	TFm	0	1	0	0	2	0	0	2	2	0	7	16	8	0		locatif, lieux	Patro/Topo
acadienne	B	Topo	51	1	3	12	4	1	Fm	0	1	0	0	2	0	0	2	2	0	9			0			
acajou	S	Améric	52	242	242	6	2	0	TSfm	0	1	0	0	1	0	0	0	1	0	6	6	6	0		sylviculture	Végétal
acanthe	S	Grec	53	13	16	10	4	2	TFm	0	1	0	0	4	0	0	0	4	0	7	45	11.25	0		plantes	Végétal
acanthacée	S	Grec	53	1	16	12	4	2	Fm	0	1	0	0	4	0	0	0	4	0	10			0			
acanthophage	S	Grec	53	1	16	12	4	2	Fm	0	1	0	0	4	0	0	0	4	0	12			0			
acanthoptérygien	S	Grec	53	1	16	12	4	2	Fm	0	1	0	0	4	0	0	0	4	0	16			0			
acariâtre	A	Latin	54	28	29	9	3	1	TFm	0	0	0	0	2	0	1	0	1	0	9	20	10	-1		psychologie	Sentiment
acariâtreté	S	Latin	54	1	29	12	3	1	Fm	0	0	0	0	2	0	1	0	1	0	11			0			
acarus	S	Grec	55	4	6	11	4	1	TFm	0	1	0	0	2	0	0	0	2	0	6	14	7	0		athropode	Animal
acariens	S	Grec	55	2	6	11	4	1	Fm	0	1	0	0	2	0	0	0	2	0	8			0			
acaule	A	Latin	56	1	1	12	4	0	TSfm	0	1	0	0	1	0	1	0	0	0	6	6	6	0		botanique	Végétal
accabler	V	Grec	57	715	1879	5	2	2	TFm	0	0	1	0	4	1	2	0	1	0	8	35	8.75	-1		psychologie	Sentiment
accablé	A	Grec	57	650	1879	5	2	2	Fm	0	0	1	0	4	1	2	0	1	0	7			0			
accablant	A	Grec	57	310	1879	6	2	2	Fm	0	0	1	0	4	1	2	0	1	0	9			0			
accablement	S	Grec	57	204	1879	6	2	2	Fm	0	0	1	0	4	1	2	0	1	0	11			0			
accaparer	V	Latin	58	140	252	7	3	2	TFm	1	1	1	0	6	1	2	0	3	0	9	61	10.17	-1		psychologie	FOURRETOUT
accaparé	A	Latin	58	73	252	8	3	2	Fm	1	1	1	0	6	1	2	0	3	0	8			0			
accaparement	S	Latin	58	20	252	9	3	2	Fm	1	1	1	0	6	1	2	0	3	0	12			0			
accapareur	S	Latin	58	17	252	10	3	2	Fm	1	1	1	0	6	1	2	0	3	0	10			0			
accaparateur	S	Latin	58	1	252	12	3	2	Fm	1	1	1	0	6	1	2	0	3	0	12			0			
inaccaparé	A	Latin	58	1	252	12	3	2	Fm	1	1	1	0	6	1	2	0	3	0	10			0			
accastiller	V	Latin	59	1	2	12	4	1	TFm	0	1	1	0	2	1	0	0	1	0	11	23	11.5	0		marine	Liquide
accastillage	S	Latin	59	1	2	12	4	1	Fm	0	1	1	0	2	1	0	0	1	0	12			0			
accélérer	V	Latin	60	231	500	6	2	2	TFm	1	1	1	0	7	2	1	1	3	1	9	69	9.86	0		temps	Mouvement
accéléré	A	Latin	60	129	500	7	2	2	Fm	1	1	1	0	7	2	1	1	3	1	8			0			
accélération	S	Latin	60	91	500	8	2	2	Fm	1	1	1	0	7	2	1	1	3	1	12			0			
accélérateur	B	Latin	60	25	500	9	2	2	Fm	1	1	1	0	7	2	1	1	3	1	12			0			
accelerando	D	Latin	60	3	500	11	2	2	Fm	1	1	1	0	7	2	1	1	3	1	11			0			
célérité	S	Latin	60	20	500	9	2	2	Fm	1	1	1	0	7	2	1	1	3	1	8			0			
décélérer	V	Latin	60	1	500	12	2	2	Fm	1	1	1	0	7	2	1	1	3	1	9			0			
accent	S	Latin	61	1973	2613	4	2	2	TFm	1	1	1	0	7	2	3	0	2	0	6	67	9.57	0		phonétique	Vox
accentuer	V	Latin	61	413	2613	6	2	2	Fm	1	1	1	0	7	2	3	0	2	0	9			0			
accentué	A	Latin	61	188	2613	7	2	2	Fm	1	1	1	0	7	2	3	0	2	0	8			0			
accentuation	S	Latin	61	36	2613	9	2	2	Fm	1	1	1	0	7	2	3	0	2	0	12			0			
accentuel	A	Latin	61	1	2613	12	2	2	Fm	1	1	1	0	7	2	3	0	2	0	9			0			
désaccentué	A	Latin	61	1	2613	12	2	2	Fm	1	1	1	0	7	2	3	0	2	0	11			0			
désaccentuer	V	Latin	61	1	2613	12	2	2	Fm	1	1	1	0	7	2	3	0	2	0	12			0			
accepter	V	Latin	62	5449	7561	3	1	3	TFm	1	1	1	0	9	1	4	0	4	0	8	93	10.33	1		économie	Bénéfique
accepté	A	Latin	62	1388	7561	4	1	3	Fm	1	1	1	0	9	1	4	0	4	0	7			0			
acceptation	S	Latin	62	409	7561	6	1	3	Fm	1	1	1	0	9	1	4	0	4	0	11			0			
acceptable	A	Latin	62	185	7561	7	1	3	Fm	1	1	1	0	9	1	4	0	4	0	10			0			
acceptante	S	Latin	62	6	7561	10	1	3	Fm	1	1	1	0	9	1	4	0	4	0	10			0			
acceptabilité	S	Latin	62	1	7561	12	1	3	Fm	1	1	1	0	9	1	4	0	4	0	13			0			
inacceptable	A	Latin	62	115	7561	7	1	3	Fm	1	1	1	0	9	1	4	0	4	0	12			0			
inacceptation	S	Latin	62	3	7561	11	1	3	Fm	1	1	1	0	9	1	4	0	4	0	13			0			
inaccepté	A	Latin	62	5	7561	11	1	3	Fm	1	1	1	0	9	1	4	0	4	0	9			0			
acception	S	Latin	63	122	168	7	3	1	TFm	0	1	0	0	2	0	0	0	2	0	9	19	9.5	0		linguistique	Intellect
acceptions	S	Latin	63	46	168	9	3	1	Fm	0	1	0	0	2	0	0	0	2	0	10			0			
accès	S	Latin	64	1147	2402	4	2	3	TFm	1	1	1	0	10	1	3	1	6	0	5	94	9.4	0		locatif, lieux	Locus
accéder	V	Latin	64	341	2402	6	2	3	Fm	1	1	1	0	10	1	3	1	6	0	7			0			
accédé	A	Latin	64	15	2402	10	2	3	Fm	1	1	1	0	10	1	3	1	6	0	6			0			
accessible	A	Latin	64	357	2402	6	2	3	Fm	1	1	1	0	10	1	3	1	6	0	10			0			
accessibilité	S	Latin	64	2	2402	11	2	3	Fm	1	1	1	0	10	1	3	1	6	0	13			0			
accession	S	Latin	64	42	2402	9	2	3	Fm	1	1	1	0	10	1	3	1	6	0	9			0			
accessit	S	Latin	64	12	2402	10	2	3	Fm	1	1	1	0	10	1	3	1	6	0	8			0			
accesseur	B	Latin	64	1	2402	12	2	3	Fm	1	1	1	0	10	1	3	1	6	0	9			0			
inaccessible	A	Latin	64	481	2402	6	2	3	Fm	1	1	1	0	10	1	3	1	6	0	12			0			
inaccessibilité	S	Latin	64	4	2402	11	2	3	Fm	1	1	1	0	10	1	3	1	6	0	15			0			
accessoire	B	Latin	65	337	370	6	2	2	TFm	0	1	1	0	5	2	0	1	2	1	10	62	12.4	0		économie	Faber
accessoirement	D	Latin	65	27	370	9	2	2	Fm	0	1	1	0	5	2	0	1	2	1	14			0			
accessoiriste	S	Latin	65	4	370	11	2	2	Fm	0	1	1	0	5	2	0	1	2	1	13			0			
accessoiriser	V	Latin	65	1	370	12	2	2	Fm	0	1	1	0	5	2	0	1	2	1	13			0			
accessoriser	V	Latin	65	1	370	12	2	2	Fm	0	1	1	0	5	2	0	1	2	1	12			0			
accident	S	Latin	66	1521	1908	4	2	2	TFm	0	1	1	0	5	1	1	1	2	1	8	53	10.6	-1		automobile	Conflit
accidentel	A	Latin	66	285	1908	6	2	2	Fm	0	1	1	0	5	1	1	1	2	1	10			0			
accidentellement	D	Latin	66	43	1908	9	2	2	Fm	0	1	1	0	5	1	1	1	2	1	16			0			
accidenté	B	Latin	66	56	1908	8	2	2	Fm	0	1	1	0	5	1	1	1	2	1	9			0			
accidenter	V	Latin	66	3	1908	11	2	2	Fm	0	1	1	0	5	1	1	1	2	1	10			0			
accise	S	Latin	67	1	2	12	4	1	TFm	0	1	0	0	2	0	0	0	2	0	6	14	7	0		économie	Argent
accisien	S	Latin	67	1	2	12	4	1	Fm	0	1	0	0	2	0	0	0	2	0	8			0			
acclamper	V	Inconnu	68	1	1	12	4	1	TFm	0	0	1	0	1	1	0	0	0	0	9	9	9	0		marine	Liquide
accointance	S	Latin	69	37	48	9	3	2	TFm	0	0	1	0	4	1	1	0	2	0	11	40	10	0		sociologie	FOURRETOUT
accointé	A	Latin	69	4	48	11	3	2	Fm	0	0	1	0	4	1	1	0	2	0	8			0			
accointement	S	Latin	69	2	48	11	3	2	Fm	0	0	1	0	4	1	1	0	2	0	12			0			
accointer	V	Latin	69	5	48	11	3	2	Fm	0	0	1	0	4	1	1	0	2	0	9			0			
accompagner	V	Latin	70	2866	9954	4	2	3	TFm	1	1	1	0	13	3	3	0	7	0	11	146	11.23	1		sociologie	Bénéfique
accompagné	A	Latin	70	1126	9954	4	2	3	Fm	1	1	1	0	13	3	3	0	7	0	10			0			
accompagnement	S	Latin	70	192	9954	7	2	3	Fm	1	1	1	0	13	3	3	0	7	0	14			0			
accompagnateur	S	Latin	70	5	9954	11	2	3	Fm	1	1	1	0	13	3	3	0	7	0	14			0			
inaccompagné	A	Latin	70	2	9954	11	2	3	Fm	1	1	1	0	13	3	3	0	7	0	12			0			
raccompagné	A	Latin	70	8	9954	10	2	3	Fm	1	1	1	0	13	3	3	0	7	0	11			0			
raccompagner	V	Latin	70	79	9954	8	2	3	Fm	1	1	1	0	13	3	3	0	7	0	12			0			
compagnie	S	Latin	70	2971	9954	4	2	3	Fm	1	1	1	0	13	3	3	0	7	0	9			0			
compagnon	S	Latin	70	2022	9954	4	2	3	Fm	1	1	1	0	13	3	3	0	7	0	9			0			
compagne	S	Latin	70	661	9954	5	2	3	Fm	1	1	1	0	13	3	3	0	7	0	8			0			
compagnonnage	S	Latin	70	20	9954	9	2	3	Fm	1	1	1	0	13	3	3	0	7	0	13			0			
compagnonne	S	Latin	70	1	9954	12	2	3	Fm	1	1	1	0	13	3	3	0	7	0	11			0			
compagnonner	V	Latin	70	1	9954	12	2	3	Fm	1	1	1	0	13	3	3	0	7	0	12			0			
accomplir	V	Latin	71	2100	4034	4	2	2	TFm	1	1	1	0	5	1	2	0	2	0	9	50	10	0		psychologie	Mouvement
accompli	A	Latin	71	1483	4034	4	2	2	Fm	1	1	1	0	5	1	2	0	2	0	8			0			
accomplissement	S	Latin	71	389	4034	6	2	2	Fm	1	1	1	0	5	1	2	0	2	0	15			0			
inaccompli	A	Latin	71	11	4034	10	2	2	Fm	1	1	1	0	5	1	2	0	2	0	10			0			
complies	S	Latin	71	51	4034	8	2	2	Fm	1	1	1	0	5	1	2	0	2	0	8			0			
accord	S	Latin	72	3498	7924	4	2	4	TFm	1	1	1	0	22	4	6	0	12	0	6	215	9.77	1		psychologie	Bénéfique
accorder	V	Latin	72	2559	7924	4	2	4	Fm	1	1	1	0	22	4	6	0	12	0	8			0			
accordé	A	Latin	72	739	7924	5	2	4	Fm	1	1	1	0	22	4	6	0	12	0	7			0			
accordance	S	Latin	72	4	7924	11	2	4	Fm	1	1	1	0	22	4	6	0	12	0	10			0			
accordailles	S	Latin	72	12	7924	10	2	4	Fm	1	1	1	0	22	4	6	0	12	0	12			0			
accordéon	S	Latin	72	130	7924	7	2	4	Fm	1	1	1	0	22	4	6	0	12	0	9			0			
accordéoniste	S	Latin	72	5	7924	11	2	4	Fm	1	1	1	0	22	4	6	0	12	0	13			0			
accordeur	S	Latin	72	26	7924	9	2	4	Fm	1	1	1	0	22	4	6	0	12	0	9			0			
désaccord	S	Latin	72	215	7924	6	2	4	Fm	1	1	1	0	22	4	6	0	12	0	9			0			
désaccordé	A	Latin	72	33	7924	9	2	4	Fm	1	1	1	0	22	4	6	0	12	0	10			0			
désaccorder	V	Latin	72	15	7924	10	2	4	Fm	1	1	1	0	22	4	6	0	12	0	11			0			
concorde	S	Latin	72	185	7924	7	2	4	Fm	1	1	1	0	22	4	6	0	12	0	8			0			
concordance	S	Latin	72	129	7924	7	2	4	Fm	1	1	1	0	22	4	6	0	12	0	11			0			
concordant	A	Latin	72	51	7924	8	2	4	Fm	1	1	1	0	22	4	6	0	12	0	10			0			
concordat	S	Latin	72	46	7924	9	2	4	Fm	1	1	1	0	22	4	6	0	12	0	9			0			
concordataire	A	Latin	72	13	7924	10	2	4	Fm	1	1	1	0	22	4	6	0	12	0	13			0			
concorder	V	Latin	72	70	7924	8	2	4	Fm	1	1	1	0	22	4	6	0	12	0	9			0			
concordisme	S	Latin	72	1	7924	12	2	4	Fm	1	1	1	0	22	4	6	0	12	0	11			0			
discordant	A	Latin	72	100	7924	7	2	4	Fm	1	1	1	0	22	4	6	0	12	0	10			0			
discordance	S	Latin	72	76	7924	8	2	4	Fm	1	1	1	0	22	4	6	0	12	0	11			0			
discord	A	Latin	72	16	7924	10	2	4	Fm	1	1	1	0	22	4	6	0	12	0	7			0			
entraccorder	V	Latin	72	1	7924	12	2	4	Fm	1	1	1	0	22	4	6	0	12	0	12			0			
accore	A	Anglais	73	3	4	11	4	1	TFm	0	1	1	0	2	1	1	0	0	0	6	13	6.5	0		marine	Liquide
accorer	V	Anglais	73	1	4	12	4	1	Fm	0	1	1	0	2	1	1	0	0	0	7			0			
accort	A	Latin	74	16	17	10	4	1	TFm	0	1	0	0	2	0	2	0	0	0	6	13	6.5	1		corps humain	Intellect
accorte	A	Latin	74	1	17	12	4	1	Fm	0	1	0	0	2	0	2	0	0	0	7			0			
accoutrement	S	Latin	75	59	87	8	3	2	TFm	1	0	1	0	5	2	2	0	1	0	12	48	9.6	0		habillement	Habit
accoutré	A	Latin	75	22	87	9	3	2	Fm	1	0	1	0	5	2	2	0	1	0	8			0			
accoutrer	V	Latin	75	4	87	11	3	2	Fm	1	0	1	0	5	2	2	0	1	0	9			0			
raccoutré	A	Latin	75	1	87	12	3	2	Fm	1	0	1	0	5	2	2	0	1	0	9			0			
raccoutrer	V	Latin	75	1	87	12	3	2	Fm	1	0	1	0	5	2	2	0	1	0	10			0			
accrocher	V	Germain	76	988	3131	5	2	4	TFm	1	0	1	0	27	6	5	1	16	0	9	239	8.85	0		manutention	Mouvement
accroché	A	Germain	76	679	3131	5	2	4	Fm	1	0	1	0	27	6	5	1	16	0	8			0			
accroc	S	Germain	76	83	3131	8	2	4	Fm	1	0	1	0	27	6	5	1	16	0	6			0			
accrochage	S	Germain	76	62	3131	8	2	4	Fm	1	0	1	0	27	6	5	1	16	0	10			0			
accrochement	S	Germain	76	1	3131	12	2	4	Fm	1	0	1	0	27	6	5	1	16	0	12			0			
accrocheur	B	Germain	76	5	3131	11	2	4	Fm	1	0	1	0	27	6	5	1	16	0	10			0			
croc	S	Germain	76	167	3131	7	2	4	Fm	1	0	1	0	27	6	5	1	16	0	4			0			
crochu	A	Germain	76	81	3131	8	2	4	Fm	1	0	1	0	27	6	5	1	16	0	6			0			
croche	S	Germain	76	68	3131	8	2	4	Fm	1	0	1	0	27	6	5	1	16	0	6			0			
crocher	V	Germain	76	11	3131	10	2	4	Fm	1	0	1	0	27	6	5	1	16	0	7			0			
croché	A	Germain	76	6	3131	10	2	4	Fm	1	0	1	0	27	6	5	1	16	0	6			0			
croche-pied	S	Germain	76	1	3131	12	2	4	Fm	1	0	1	0	27	6	5	1	16	0	11			0			
crochet	S	Germain	76	317	3131	6	2	4	Fm	1	0	1	0	27	6	5	1	16	0	7			0			
crocheter	V	Germain	76	23	3131	9	2	4	Fm	1	0	1	0	27	6	5	1	16	0	9			0			
crocheté	A	Germain	76	5	3131	11	2	4	Fm	1	0	1	0	27	6	5	1	16	0	8			0			
crocheteur	S	Germain	76	9	3131	10	2	4	Fm	1	0	1	0	27	6	5	1	16	0	10			0			
décrocher	V	Germain	76	280	3131	6	2	4	Fm	1	0	1	0	27	6	5	1	16	0	9			0			
décroché	A	Germain	76	57	3131	8	2	4	Fm	1	0	1	0	27	6	5	1	16	0	8			0			
décrochage	S	Germain	76	9	3131	10	2	4	Fm	1	0	1	0	27	6	5	1	16	0	10			0			
décrocheur	S	Germain	76	2	3131	11	2	4	Fm	1	0	1	0	27	6	5	1	16	0	10			0			
désaccrocher	V	Germain	76	1	3131	12	2	4	Fm	1	0	1	0	27	6	5	1	16	0	12			0			
raccrocher	V	Germain	76	233	3131	6	2	4	Fm	1	0	1	0	27	6	5	1	16	0	10			0			
raccroc	S	Germain	76	14	3131	10	2	4	Fm	1	0	1	0	27	6	5	1	16	0	7			0			
raccrochage	S	Germain	76	8	3131	10	2	4	Fm	1	0	1	0	27	6	5	1	16	0	11			0			
raccrochement	S	Germain	76	2	3131	11	2	4	Fm	1	0	1	0	27	6	5	1	16	0	13			0			
raccrocheur	S	Germain	76	4	3131	11	2	4	Fm	1	0	1	0	27	6	5	1	16	0	11			0			
anicroche	S	Germain	76	15	3131	10	2	4	Fm	1	0	1	0	27	6	5	1	16	0	9			0			
accroupi	A	Germain	77	475	1225	6	2	4	TFm	1	1	1	0	16	3	4	0	8	1	8	151	9.44	0		corps humain	Corps
accroupir	V	Germain	77	129	1225	7	2	4	Fm	1	1	1	0	16	3	4	0	8	1	9			0			
accroupissement	S	Germain	77	6	1225	10	2	4	Fm	1	1	1	0	16	3	4	0	8	1	15			0			
croupe	S	Germain	77	354	1225	6	2	4	Fm	1	1	1	0	16	3	4	0	8	1	6			0			
croupetons	D	Germain	77	17	1225	10	2	4	Fm	1	1	1	0	16	3	4	0	8	1	10			0			
croupier	S	Germain	77	37	1225	9	2	4	Fm	1	1	1	0	16	3	4	0	8	1	8			0			
croupière	S	Germain	77	7	1225	10	2	4	Fm	1	1	1	0	16	3	4	0	8	1	9			0			
croupion	S	Germain	77	34	1225	9	2	4	Fm	1	1	1	0	16	3	4	0	8	1	8			0			
croupionner	V	Germain	77	1	1225	12	2	4	Fm	1	1	1	0	16	3	4	0	8	1	11			0			
croupir	V	Germain	77	82	1225	8	2	4	Fm	1	1	1	0	16	3	4	0	8	1	7			0			
croupi	A	Germain	77	38	1225	9	2	4	Fm	1	1	1	0	16	3	4	0	8	1	6			0			
croupissant	A	Germain	77	31	1225	9	2	4	Fm	1	1	1	0	16	3	4	0	8	1	11			0			
croupissement	S	Germain	77	10	1225	10	2	4	Fm	1	1	1	0	16	3	4	0	8	1	13			0			
croupissoir	S	Germain	77	1	1225	12	2	4	Fm	1	1	1	0	16	3	4	0	8	1	11			0			
croupissure	S	Germain	77	2	1225	11	2	4	Fm	1	1	1	0	16	3	4	0	8	1	11			0			
encroupé	A	Germain	77	1	1225	12	2	4	Fm	1	1	1	0	16	3	4	0	8	1	8			0			
accubitum	S	Latin	78	1	2	12	4	1	TFm	0	1	0	0	2	0	0	0	2	0	9	19	9.5	0			.
accubiteur	S	Latin	78	1	2	12	4	1	Fm	0	1	0	0	2	0	0	0	2	0	10			0			
accueillir	V	Latin	79	1325	6220	4	2	4	TFm	1	1	1	0	16	3	5	0	8	0	10	158	9.88	1		locatif, lieux	Bénéfique
accueilli	A	Latin	79	533	6220	5	2	4	Fm	1	1	1	0	16	3	5	0	8	0	9			0			
accueil	S	Latin	79	652	6220	5	2	4	Fm	1	1	1	0	16	3	5	0	8	0	7			0			
accueillant	A	Latin	79	208	6220	6	2	4	Fm	1	1	1	0	16	3	5	0	8	0	11			0			
accueillement	S	Latin	79	1	6220	12	2	4	Fm	1	1	1	0	16	3	5	0	8	0	13			0			
incueillissable	A	Latin	79	1	6220	12	2	4	Fm	1	1	1	0	16	3	5	0	8	0	15			0			
cueillir	V	Latin	79	663	6220	5	2	4	Fm	1	1	1	0	16	3	5	0	8	0	8			0			
cueilli	A	Latin	79	227	6220	6	2	4	Fm	1	1	1	0	16	3	5	0	8	0	7			0			
cueilleur	S	Latin	79	18	6220	10	2	4	Fm	1	1	1	0	16	3	5	0	8	0	9			0			
cueillette	S	Latin	79	40	6220	9	2	4	Fm	1	1	1	0	16	3	5	0	8	0	10			0			
cueillaison	S	Latin	79	3	6220	11	2	4	Fm	1	1	1	0	16	3	5	0	8	0	11			0			
cueillage	S	Latin	79	1	6220	12	2	4	Fm	1	1	1	0	16	3	5	0	8	0	9			0			
recueillir	V	Latin	79	1136	6220	4	2	4	Fm	1	1	1	0	16	3	5	0	8	0	10			0			
recueilli	A	Latin	79	714	6220	5	2	4	Fm	1	1	1	0	16	3	5	0	8	0	9			0			
recueillement	S	Latin	79	373	6220	6	2	4	Fm	1	1	1	0	16	3	5	0	8	0	13			0			
recueil	S	Latin	79	325	6220	6	2	4	Fm	1	1	1	0	16	3	5	0	8	0	7			0			
accumulé	A	Latin	80	464	1313	6	2	4	TFm	1	1	1	0	17	2	4	0	10	1	8	162	9.53	0		quantité, quantitatif	Trop
accumuler	V	Latin	80	448	1313	6	2	4	Fm	1	1	1	0	17	2	4	0	10	1	9			0			
accu	S	Latin	80	2	1313	11	2	4	Fm	1	1	1	0	17	2	4	0	10	1	4			0			
accumulateur	S	Latin	80	11	1313	10	2	4	Fm	1	1	1	0	17	2	4	0	10	1	12			0			
accumulatif	A	Latin	80	1	1313	12	2	4	Fm	1	1	1	0	17	2	4	0	10	1	11			0			
accumulation	S	Latin	80	241	1313	6	2	4	Fm	1	1	1	0	17	2	4	0	10	1	12			0			
accumulatrice	S	Latin	80	1	1313	12	2	4	Fm	1	1	1	0	17	2	4	0	10	1	13			0			
cumul	S	Latin	80	12	1313	10	2	4	Fm	1	1	1	0	17	2	4	0	10	1	5			0			
cumulard	S	Latin	80	1	1313	12	2	4	Fm	1	1	1	0	17	2	4	0	10	1	8			0			
cumulatif	A	Latin	80	45	1313	9	2	4	Fm	1	1	1	0	17	2	4	0	10	1	9			0			
cumulation	S	Latin	80	3	1313	11	2	4	Fm	1	1	1	0	17	2	4	0	10	1	10			0			
cumulativement	D	Latin	80	8	1313	10	2	4	Fm	1	1	1	0	17	2	4	0	10	1	14			0			
cumulé	A	Latin	80	3	1313	11	2	4	Fm	1	1	1	0	17	2	4	0	10	1	6			0			
cumuler	V	Latin	80	55	1313	8	2	4	Fm	1	1	1	0	17	2	4	0	10	1	7			0			
cumulus	S	Latin	80	16	1313	10	2	4	Fm	1	1	1	0	17	2	4	0	10	1	7			0			
cumulo-nimbus	S	Latin	80	1	1313	12	2	4	Fm	1	1	1	0	17	2	4	0	10	1	13			0			
cumulo-stratus	S	Latin	80	1	1313	12	2	4	Fm	1	1	1	0	17	2	4	0	10	1	14			0			
accuser	V	Latin	81	2016	7793	4	2	4	TFm	1	1	1	0	19	4	8	1	6	1	7	172	9.05	-1		parole, parler	Conflit
accusé	A	Latin	81	879	7793	5	2	4	Fm	1	1	1	0	19	4	8	1	6	1	6			0			
accusation	S	Latin	81	613	7793	5	2	4	Fm	1	1	1	0	19	4	8	1	6	1	10			0			
accusateur	B	Latin	81	201	7793	6	2	4	Fm	1	1	1	0	19	4	8	1	6	1	10			0			
accusatif	S	Latin	81	7	7793	10	2	4	Fm	1	1	1	0	19	4	8	1	6	1	9			0			
entraccuser	V	Latin	81	1	7793	12	2	4	Fm	1	1	1	0	19	4	8	1	6	1	11			0			
excuse	S	Latin	81	1947	7793	4	2	4	Fm	1	1	1	0	19	4	8	1	6	1	6			0			
excuser	V	Latin	81	1671	7793	4	2	4	Fm	1	1	1	0	19	4	8	1	6	1	7			0			
excusé	A	Latin	81	84	7793	8	2	4	Fm	1	1	1	0	19	4	8	1	6	1	6			0			
excusable	A	Latin	81	113	7793	7	2	4	Fm	1	1	1	0	19	4	8	1	6	1	9			0			
inexcusable	A	Latin	81	46	7793	9	2	4	Fm	1	1	1	0	19	4	8	1	6	1	11			0			
récuser	V	Latin	81	118	7793	7	2	4	Fm	1	1	1	0	19	4	8	1	6	1	7			0			
récusé	A	Latin	81	16	7793	10	2	4	Fm	1	1	1	0	19	4	8	1	6	1	6			0			
récusation	S	Latin	81	4	7793	11	2	4	Fm	1	1	1	0	19	4	8	1	6	1	10			0			
récusable	A	Latin	81	3	7793	11	2	4	Fm	1	1	1	0	19	4	8	1	6	1	9			0			
irrécusable	A	Latin	81	69	7793	8	2	4	Fm	1	1	1	0	19	4	8	1	6	1	11			0			
